from_txn_id,to_txn_id,time_delta_hours,amount_ratio,channel_change
3000705,3000898,1.5603,1.1811,True
3000706,3000713,0.1389,0.8559,False
3000707,3000796,0.7608,0.0559,False
3000708,3000714,0.1139,2.8355,False
3000709,3001012,2.3125,1.0006,False
3000710,3000711,0.0267,0.8772,False
3000711,3000716,0.0267,5.0933,False
3000712,3000740,0.2417,0.9996,False
3000713,3000742,0.2425,1.0996,False
3000714,3000726,0.0928,0.5492,False
3000715,3000733,0.1669,1.0,False
3000716,3000717,0.0039,0.2716,False
3000717,3000719,0.0286,6.5575,False
3000718,3001336,4.3258,10.0034,False
3000719,3000721,0.0336,0.1325,False
3000720,3000789,0.5306,0.5376,False
3000721,3000723,0.005,0.6606,False
3000722,3000769,0.3447,1.4995,False
3000723,3000724,0.0011,0.6782,False
3000724,3000725,0.0122,2.196,False
3000725,3000730,0.0286,8.6163,False
3000726,3000785,0.4639,0.3157,False
3000727,3000778,0.3933,0.3328,True
3000728,3001438,4.855,1.5684,False
3000729,3002373,10.5139,2.2139,False
3000730,3000731,0.0289,0.0781,False
3000731,3000732,0.0039,2.5582,False
3000732,3000735,0.0353,1.3051,False
3000733,3001047,2.2836,0.2499,True
3000734,3000891,1.1867,0.4611,True
3000735,3000739,0.0297,0.3834,False
3000736,3000805,0.5172,2.1973,False
3000737,3001361,4.3511,7.9815,True
3000738,3031975,202.9639,0.0569,True
3000739,3000752,0.0822,4.1186,False
3000740,3054191,338.4231,0.1312,False
3000741,3000869,0.9575,2.1609,True
3000742,3000814,0.5239,1.0641,False
3000743,3001122,2.7833,0.1049,False
3000744,3017742,119.6042,1.3321,False
3000745,3000756,0.0522,6.5724,False
3000746,3129667,702.3447,0.7795,False
3000747,3000809,0.4394,1.1666,False
3000748,3001958,8.3203,0.2774,True
3000749,3000750,0.0031,0.7007,False
3000750,3000824,0.5564,0.843,False
3000751,3000770,0.1481,1.1702,False
3000752,3000757,0.0317,1.1062,False
3000753,3000836,0.6622,0.8644,False
3000754,3000931,1.3744,3.2743,False
3000755,3001889,7.8633,1.2022,False
3000756,3000758,0.0078,0.0988,False
3000757,3000764,0.0397,0.3818,False
3000758,3000762,0.035,1.1998,False
3000759,3000775,0.1369,0.5961,False
3000760,3001211,3.2428,2.8185,False
3000761,3001590,5.7122,0.106,True
3000762,3001025,1.975,1.5482,False
3000763,3001289,3.6819,2.474,False
3000764,3000767,0.0375,0.5627,False
3000765,3000780,0.1286,0.9987,False
3000766,3001086,2.3583,0.6403,False
3000767,3000771,0.0444,3.084,False
3000768,3002420,10.4883,0.2595,False
3000769,3000813,0.3386,0.3332,False
3000770,3000798,0.2044,0.8552,False
3000771,3000772,0.0031,0.133,False
3000772,3000774,0.0175,3.136,False
3000773,3000965,1.4375,0.9978,False
3000774,3000782,0.0653,2.5523,False
3000775,3000859,0.6733,8.888,False
3000776,3000820,0.3436,0.6668,False
3000777,3020143,128.8044,0.7206,False
3000778,3000812,0.2583,4.0042,False
3000779,3001193,2.9853,1.2391,False
3000780,3000791,0.08,0.9963,False
3000781,3001941,7.9853,5.989,True
3000782,3000790,0.0544,0.7278,False
3000783,3000838,0.4469,0.2209,True
3000784,3090777,509.0078,1.1599,True
3000785,3000876,0.6969,1.3527,True
3000786,3001269,3.3747,1.2323,False
3000787,3000857,0.5661,0.6634,True
3000788,3000921,0.9969,1.8009,False
3000789,3002757,12.4472,3.9692,False
3000790,3000801,0.0917,0.5474,False
3000791,3026823,173.4842,3.3377,False
3000792,3000842,0.4231,1.0,False
3000793,3001182,2.7506,1.0656,False
3000794,3000826,0.2386,1.1143,False
3000795,3000821,0.1994,1.9986,False
3000796,3000957,1.1828,3.0236,False
3000797,3019487,126.1,0.4321,False
3000798,3000948,1.1269,3.12,False
3000799,3049014,309.55,3.0021,False
3000800,3001006,1.5306,1.2533,True
3000801,3000804,0.0208,2.2796,False
3000802,3166123,967.0458,0.9907,False
3000803,3000917,0.8461,0.5895,False
3000804,3000817,0.1,0.4046,False
3000805,3000815,0.0711,1.5502,False
3000806,3001810,6.9106,0.8213,False
3000807,3016164,103.5675,3.172,False
3000808,3000825,0.1397,1.1712,False
3000809,3000843,0.3025,1.4007,False
3000810,3003688,24.6658,0.585,True
3000811,3001057,1.7919,5.2285,False
3000812,3000827,0.1222,1.7505,True
3000813,3000862,0.4017,0.5007,False
3000814,3000855,0.3572,1.367,False
3000815,3000932,0.9108,0.8355,False
3000816,3067756,408.5764,0.129,False
3000817,3000818,0.0106,1.4396,False
3000818,3000819,0.0061,0.6935,False
3000819,3000822,0.0169,0.9152,False
3000820,3000861,0.3261,1.9494,False
3000821,3000833,0.0936,0.9997,False
3000822,3000829,0.0422,2.315,False
3000823,3019451,125.7953,0.1422,False
3000824,3000840,0.1667,0.6793,False
3000825,3000905,0.5919,4.124,False
3000826,3000914,0.6439,0.3847,False
3000827,3000903,0.5519,0.0141,True
3000828,3000979,1.1797,1.5108,False
3000829,3000831,0.0106,0.6158,False
3000830,3001071,1.7581,0.1267,False
3000831,3000837,0.0828,0.1958,False
3000832,3000882,0.4122,0.995,False
3000833,3000834,0.0281,1.0013,False
3000834,3000880,0.34,0.9987,False
3000835,3002082,8.4242,1.935,False
3000836,3001250,2.8611,0.9249,False
3000837,3000841,0.0531,22.2457,False
3000838,3003275,22.1242,2.0032,True
3000839,3045565,288.9464,1.0902,False
3000840,3001125,2.03,6.2375,False
3000841,3000844,0.0117,0.0897,False
3000842,3002004,7.8547,0.9992,False
3000843,3001010,1.1775,0.3704,False
3000844,3000847,0.0133,2.1295,False
3000845,3000975,0.9858,0.999,False
3000846,3002292,9.195,0.0966,False
3000847,3000850,0.0428,1.5621,False
3000848,3000920,0.5006,0.5937,False
3000850,3000852,0.0122,1.4115,False
3000851,3001516,4.4569,0.2629,False
3000852,3000860,0.04,0.9916,False
3000853,3000958,0.7214,2.3416,False
3000854,3004085,25.8308,3.3888,False
3000855,3000943,0.6383,0.1246,True
3000856,3004898,28.8961,5.7787,False
3000857,3001093,1.6561,2.2334,True
3000858,3001263,2.7617,1.16,False
3000859,3001008,1.0594,0.3204,False
3000860,3000863,0.0108,0.6224,False
3000861,3000873,0.0733,0.7694,False
3000862,3000895,0.2136,3.9972,False
3000863,3000864,0.0144,0.3563,False
3000864,3000867,0.0161,1.157,False
3000865,3001722,5.7178,0.9278,False
3000866,3005278,30.1767,2.0773,False
3000867,3000868,0.0014,5.5745,False
3000868,3000877,0.0764,0.2946,False
3000869,3000997,0.9369,1.3882,False
3000870,3000959,0.6375,0.5145,False
3000871,3001665,5.3333,2.182,True
3000872,3001275,2.7578,0.6514,True
3000873,3001300,2.8933,1.6667,False
3000874,3000991,0.8636,5.8051,False
3000875,3001092,1.5542,0.0578,True
3000876,3000885,0.0558,1.181,True
3000877,3000878,0.0103,1.0187,False
3000878,3000879,0.0158,1.808,False
3000879,3000881,0.0094,1.575,False
3000880,3001075,1.3744,3.3526,True
3000881,3000883,0.0056,1.2454,False
3000882,3001114,1.6978,1.3042,False
3000883,3000884,0.0022,0.9907,False
3000884,3000887,0.0158,0.2801,False
3000885,3000947,0.4567,1.5753,False
3000886,3000956,0.5003,0.3326,False
3000887,3000888,0.0067,5.0767,False
3000888,3000892,0.0275,0.1964,False
3000889,3011057,73.4108,1.4997,False
3000890,3000936,0.3561,0.5002,False
3000891,3001395,3.3686,6.9908,True
3000892,3000896,0.0439,3.156,False
3000893,3001078,1.3314,11.1443,True
3000894,3063118,384.5931,0.0473,True
3000895,3000942,0.3861,0.2505,False
3000896,3000897,0.0036,0.5382,False
3000897,3000906,0.065,2.2583,False
3000898,3000916,0.1192,0.8496,True
3000899,3001485,3.9119,1.0021,False
3000900,3053284,333.2369,0.4992,True
3000901,3000930,0.2461,4.9486,True
3000902,3008138,51.2756,0.9222,True
3000903,3000987,0.6589,30.4898,False
3000904,3000967,0.4939,7.501,False
3000905,3003871,24.6197,0.2071,False
3000906,3000908,0.0156,0.6463,False
3000907,3001117,1.5294,0.5183,False
3000908,3000910,0.0025,2.054,False
3000909,3000928,0.1339,1.6123,False
3000910,3000913,0.0289,0.193,False
3000911,3018145,120.2617,0.6662,False
3000912,3001046,0.9344,0.5743,True
3000913,3000915,0.0008,1.6736,False
3000914,3001303,2.6197,0.5004,True
3000915,3000918,0.0256,0.4135,False
3000916,3001279,2.4561,0.9976,False
3000917,3002244,8.5044,1.4747,False
3000918,3000923,0.0583,1.9217,False
3000919,3021187,139.8708,0.3204,True
3000920,3001622,4.7267,1.6846,False
3000921,3001072,1.0792,2.1415,False
3000922,3001225,2.0839,2.0133,False
3000923,3000924,0.0019,0.5722,False
3000924,3000926,0.0064,1.1346,False
3000925,3001873,6.4667,0.2299,False
3000926,3000927,0.0003,1.839,False
3000927,3000933,0.0794,0.3357,False
3000928,3001146,1.5533,1.001,False
3000929,3016889,105.8922,0.9998,False
3000930,3001230,2.0142,0.5356,False
3000931,3000968,0.2603,0.884,False
3000932,3000945,0.0794,0.9786,False
3000933,3000935,0.0186,7.3236,False
3000934,3012083,77.4756,0.2596,False
3000935,3000939,0.0103,0.7072,False
3000936,3000961,0.1256,0.6665,False
3000937,3024711,155.7014,1.9441,False
3000938,3002206,8.2014,0.4036,False
3000939,3000941,0.0147,0.2441,False
3000940,3000972,0.2683,1.0021,False
3000941,3000949,0.045,1.2575,False
3000942,3000944,0.0014,3.8758,True
3000943,3000962,0.1067,5.408,True
3000944,3000950,0.0261,0.8241,False
3000945,3000960,0.0697,0.1837,False
3000946,3022886,147.8306,0.5023,False
3000947,3000954,0.0411,1.2593,False
3000948,3001294,2.3092,1.0897,False
3000949,3000951,0.0097,1.9778,False
3000950,3000990,0.3133,0.6119,False
3000951,3000952,0.005,0.2991,False
3000952,3000955,0.0194,8.6132,False
3000953,3001687,4.8767,10.6776,True
3000954,3000963,0.0867,0.4953,False
3000955,3000971,0.165,0.2357,False
3000956,3001334,2.5344,2.3675,True
3000957,3001151,1.3756,5.0882,False
3000958,3001787,5.6289,0.9058,False
3000959,3003913,24.4353,0.5463,False
3000960,3001027,0.5086,2.1925,False
3000961,3001118,1.1731,1.4995,False
3000962,3001000,0.3056,4.0125,False
3000963,3000964,0.0056,7.2466,False
3000964,3000969,0.0464,0.1378,False
3000965,3001268,2.0303,0.9829,False
3000966,3019858,126.2089,0.4126,False
3000967,3001229,1.7411,1.6668,False
3000968,3001049,0.5294,0.9682,False
3000969,3000983,0.1244,7.9497,False
3000970,3006202,33.2083,2.0874,False
3000971,3000974,0.0525,1.8303,False
3000972,3001029,0.3536,0.832,False
3000973,3002286,8.1922,0.179,False
3000974,3000977,0.0089,2.0961,False
3000975,3000998,0.1125,1.9972,False
3000976,3001423,2.8292,0.6253,False
3000977,3000978,0.0122,1.4045,False
3000978,3000980,0.0144,0.6609,False
3000979,3001031,0.3028,1.0003,False
3000980,3000985,0.0108,0.3266,False
3000981,3004749,27.3431,1.6663,True
3000982,3001421,2.7753,0.3712,False
3000983,3000984,0.0006,0.1282,False
3000984,3000999,0.0697,1.3043,False
3000985,3000988,0.0089,0.8594,False
3000986,3002459,9.0314,0.7191,False
3000987,3001021,0.2197,0.3332,False
3000988,3000993,0.0239,1.6972,False
3000989,3466942,3321.0186,0.8339,False
3000990,3001030,0.2564,23.049,False
3000991,3001221,1.5389,0.4772,False
3000992,3001017,0.1531,0.4273,False
3000993,3000995,0.0094,1.5996,False
3000994,3005763,31.0775,0.5202,False
3000995,3001001,0.0583,0.3121,False
3000996,3001002,0.0611,2.1564,True
3000997,3001133,0.9647,0.1734,False
3000998,3001325,2.1769,0.3897,True
3000999,3001005,0.0525,4.354,False
3001000,3001053,0.3306,0.0681,False
3001001,3001003,0.0064,4.5256,False
3001002,3001581,3.8164,0.7358,True
3001003,3001007,0.02,0.4113,False
3001004,3001404,2.5678,0.451,True
3001005,3001013,0.0325,0.4774,False
3001006,3001527,3.4481,4.5131,True
3001007,3001014,0.0272,0.2785,False
3001008,3001023,0.1281,0.7505,False
3001009,3001521,3.3886,0.1476,False
3001010,3001082,0.5139,6.8871,False
3001011,3005205,28.875,6.656,False
3001012,3001113,0.7706,0.5033,False
3001013,3001051,0.2642,1.8758,False
3001014,3001016,0.0183,3.556,False
3001015,3001554,3.6297,0.1223,False
3001016,3001019,0.0244,0.5858,False
3001017,3001557,3.6336,1.8404,False
3001018,3228859,1487.7531,4.0779,True
3001019,3001034,0.1117,2.9677,False
3001020,3003284,20.9447,2.9183,False
3001021,3001059,0.2481,0.9988,False
3001022,3005814,31.1194,0.8341,True
3001023,3001032,0.0378,0.7732,False
3001024,3041405,263.5397,9.6777,False
3001025,3001048,0.1222,0.4796,False
3001026,3012764,79.535,2.0467,False
3001027,3001102,0.5281,0.5383,False
3001028,3001559,3.5622,0.6015,False
3001029,3001045,0.0897,1.2017,False
3001030,3001058,0.1919,0.0089,False
3001031,3001832,5.4447,0.6881,False
3001032,3001050,0.1092,6.4427,False
3001033,3001042,0.0528,0.5056,False
3001034,3001035,0.0092,0.6245,False
3001035,3001036,0.0006,1.09,False
3001036,3001040,0.0164,5.8021,False
3001037,3003061,17.4722,0.1105,False
3001038,3007662,48.2814,2.9162,False
3001039,3001210,1.1792,14.8711,True
3001040,3001043,0.0217,0.0933,False
3001041,3002267,7.725,0.5668,False
3001042,3001064,0.1514,1.7855,False
3001043,3001044,0.0019,0.6618,False
3001044,3001052,0.0636,1.1035,False
3001045,3007199,46.1692,0.8311,False
3001046,3001083,0.2706,2.4997,False
3001047,3001465,2.6961,0.4284,False
3001048,3001204,1.0925,1.6839,False
3001049,3001119,0.5578,0.3697,False
3001050,3001066,0.1142,0.4151,False
3001051,3001054,0.0286,0.2499,False
3001052,3001055,0.0322,0.9292,False
3001053,3001089,0.2786,0.5061,True
3001054,3001068,0.0894,1.4542,False
3001055,3001060,0.0269,2.9225,False
3001056,3001329,1.8022,0.1948,False
3001057,3001305,1.6111,0.2608,False
3001058,3001205,1.0103,29.8537,False
3001059,3001358,1.9789,4.007,False
3001060,3001061,0.0078,0.5052,False
3001061,3001067,0.0281,1.6425,False
3001062,3002261,7.5703,1.4706,True
3001063,3009989,58.9511,1.0677,True
3001064,3001144,0.5844,0.9997,False
3001065,3001080,0.1225,0.8287,False
3001066,3001069,0.0183,2.8544,False
3001067,3001070,0.0294,0.9993,False
3001068,3001090,0.1672,0.9173,False
3001069,3001106,0.3278,0.2262,False
3001070,3001074,0.0369,0.5061,False
3001071,3001191,0.8053,1.0243,False
3001072,3001107,0.2942,1.1849,False
3001073,3002421,8.2592,10.0098,True
3001074,3001076,0.0264,1.5879,False
3001075,3001159,0.5658,0.1491,True
3001076,3001077,0.0061,2.8498,False
3001077,3001079,0.0158,0.2255,False
3001078,3001123,0.3422,0.2245,True
3001079,3001084,0.0267,1.0769,False
3001080,3008193,50.2114,0.4147,False
3001081,3042065,265.4711,0.5415,True
3001082,3001734,4.2722,0.2001,False
3001083,3001095,0.075,10.378,True
3001084,3001085,0.0011,0.4622,False
3001085,3001088,0.0361,4.6942,False
3001086,3001101,0.1056,1.6494,False
3001087,3002723,10.0033,1.2918,False
3001088,3001094,0.0225,1.3326,False
3001089,3001098,0.0597,2.6801,False
3001090,3001099,0.0728,2.6195,False
3001091,3002141,6.9014,1.0046,False
3001092,3001287,1.2453,1.0022,False
3001093,3001240,0.9267,0.1763,False
3001094,3001096,0.0206,0.6413,False
3001095,3001444,2.1883,0.0772,False
3001096,3001097,0.0114,1.8004,False
3001097,3001103,0.0503,2.0004,False
3001098,3001111,0.1425,2.9287,True
3001099,3001155,0.3692,0.6105,False
3001100,3001678,3.7825,0.98,False
3001101,3001166,0.4225,0.6057,False
3001102,3001283,1.1492,0.5482,False
3001103,3001104,0.0142,0.4695,False
3001104,3001109,0.0658,0.5151,False
3001105,3255435,1682.1711,3.5607,False
3001106,3001365,1.6089,3.2973,False
3001107,3001285,1.0922,0.6754,False
3001108,3004387,25.1144,0.9255,False
3001109,3001112,0.0261,0.4479,False
3001110,3001515,2.5947,3.8381,False
3001111,3001172,0.3367,0.2141,True
3001112,3001120,0.0408,1.9723,False
3001113,3001180,0.3525,4.2419,True
3001114,3001127,0.0608,0.7685,False
3001115,3001242,0.7231,0.5874,False
3001116,3001165,0.2758,0.9736,True
3001117,3001224,0.6383,0.8191,False
3001118,3001330,1.3272,1.0001,False
3001119,3001401,1.7231,0.9999,False
3001120,3001126,0.0372,11.4895,False
3001121,3004054,23.7906,0.2221,False
3001122,3001284,0.9981,1.7254,False
3001123,3001274,0.9289,0.5002,False
3001124,3001450,1.9853,2.5187,False
3001125,3001201,0.4856,0.3001,False
3001126,3001129,0.0228,0.068,False
3001127,3013098,80.2975,1.036,False
3001128,3051210,315.8697,1.0,False
3001129,3001130,0.0017,0.6484,False
3001130,3001134,0.0164,1.5127,False
3001131,3001316,1.1553,0.2924,False
3001132,3026012,168.0344,0.4994,False
3001133,3001267,0.8369,4.5052,False
3001134,3001137,0.025,1.0029,False
3001135,3002489,8.1653,0.3647,False
3001136,3003576,21.7431,1.7953,False
3001137,3001138,0.0136,0.999,False
3001138,3001139,0.0092,1.8972,False
3001139,3001141,0.005,0.321,False
3001140,3004869,26.7692,0.7362,False
3001141,3001142,0.0031,1.6437,False
3001142,3001145,0.0147,1.0164,False
3001143,3001467,2.0092,0.512,False
3001144,3001217,0.4636,1.1084,False
3001145,3001149,0.0133,5.5793,False
3001146,3001214,0.4461,0.3338,False
3001147,3004861,26.7069,2.8904,False
3001149,3001150,0.0019,0.2236,False
3001150,3001154,0.0317,0.4804,False
3001151,3001153,0.0069,0.0451,False
3001152,3001157,0.0256,1.0127,False
3001153,3001195,0.2914,5.9924,False
3001154,3001158,0.0094,1.4154,False
3001155,3001167,0.0808,0.6752,False
3001156,3021215,138.8669,0.2537,False
3001157,3256974,1690.1494,2.3603,False
3001158,3001162,0.0236,0.9611,False
3001159,3001197,0.2767,1.9732,True
3001160,3043444,269.4814,0.3639,False
3001161,3088113,498.7786,0.0302,True
3001162,3001163,0.0133,0.5935,False
3001163,3001164,0.0108,5.8861,False
3001164,3001169,0.0283,0.5847,False
3001165,3001491,2.0869,2.9985,False
3001166,3001264,0.6136,0.6803,False
3001167,3001243,0.4292,0.5565,False
3001168,3003599,21.6675,0.5147,True
3001169,3001170,0.005,0.7694,False
3001170,3001171,0.0006,0.1958,False
3001171,3001175,0.0225,2.649,False
3001172,3001176,0.0231,0.9944,False
3001173,3053841,334.1828,8.4648,True
3001174,3003586,21.5969,2.001,False
3001175,3001178,0.0122,1.4534,False
3001176,3001232,0.3431,4.3347,True
3001177,3001715,3.5189,0.7383,False
3001178,3001179,0.0044,0.8613,False
3001179,3001188,0.06,1.8417,False
3001180,3001186,0.0375,0.2364,True
3001181,3010311,67.1836,0.2496,False
3001182,3001791,4.1367,0.2703,False
3001183,3016001,100.2231,0.2621,False
3001184,3051191,315.4856,0.3988,False
3001185,3021172,137.6608,6.6631,False
3001186,3001194,0.0989,0.998,False
3001187,3001995,5.4314,0.6679,False
3001188,3001189,0.0011,0.3266,False
3001189,3001190,0.0303,2.1653,False
3001190,3001192,0.0225,1.5369,False
3001191,3007785,47.7294,7.4064,False
3001192,3001198,0.0575,0.289,False
3001193,3004627,25.4908,0.8504,False
3001194,3001363,1.0544,6.6139,False
3001195,3001223,0.1456,0.7138,False
3001196,3002823,10.2294,1.5472,False
3001197,3001202,0.0272,0.5081,True
3001198,3001199,0.0075,10.8201,False
3001199,3001207,0.0447,0.1118,False
3001200,3013335,81.2725,0.4475,False
3001201,3001234,0.1511,14.7091,False
3001202,3001238,0.1658,1.0004,False
3001203,3010429,68.0192,0.346,False
3001204,3001471,1.6367,1.7389,False
3001205,3001276,0.4231,0.4165,True
3001206,3001436,1.3836,0.4616,False
3001207,3001208,0.0006,4.5746,False
3001208,3001212,0.0375,0.3692,False
3001209,3001699,3.1747,1.0841,False
3001210,3012486,77.2219,0.1071,False
3001211,3001567,2.3572,2.4096,False
3001212,3001218,0.0192,0.8306,False
3001213,3037141,237.85,3.2707,True
3001214,3001387,1.0717,5.8241,False
3001215,3001615,2.6283,1.3426,False
3001216,3001913,4.6811,2.0433,True
3001217,3002344,6.8586,0.0451,False
3001218,3001220,0.0033,0.4284,False
3001219,3036215,225.5314,1.1577,False
3001220,3001227,0.0225,8.1375,False
3001221,3001768,3.6711,0.5556,False
3001222,3002138,6.0156,0.459,True
3001223,3001461,1.4931,0.2764,False
3001224,3001233,0.0383,1.4555,False
3001225,3001694,3.0775,1.7807,False
3001226,3032801,211.4775,0.8531,False
3001227,3001236,0.0439,0.9357,False
3001228,3004093,23.2942,0.2984,False
3001229,3001244,0.0756,0.1403,False
3001230,3001357,0.8503,2.2252,False
3001231,3001352,0.8017,3.8883,False
3001232,3001265,0.2247,0.9254,False
3001233,3001342,0.7119,1.0628,False
3001234,3001320,0.5958,0.2876,False
3001235,3012238,76.1156,0.9826,False
3001236,3001237,0.0042,0.2249,False
3001237,3001239,0.0097,1.1109,False
3001238,3001248,0.0997,1.9958,False
3001239,3001241,0.0103,3.7506,False
3001240,3001509,1.8056,0.1684,True
3001241,3001245,0.0417,1.047,False
3001242,3001396,1.0072,0.4896,False
3001243,3001281,0.2667,0.9807,False
3001244,3001479,1.5053,4.278,False
3001245,3001246,0.0336,0.745,False
3001246,3001247,0.0036,1.7099,False
3001247,3001251,0.0203,0.295,False
3001248,3001355,0.6958,0.2505,False
3001249,3008225,49.2442,0.3238,True
3001250,3001323,0.4933,1.1624,False
3001251,3001252,0.0022,0.6602,False
3001252,3001254,0.0239,0.9245,False
3001253,3079142,456.9061,1.1911,False
3001254,3001256,0.0136,3.2465,False
3001255,3001714,2.9881,1.5006,False
