device_profile_id,device_type,device_info,os,browser,screen,txn_count,customer_count,card_count,specificity
DP-05ec97f3bd8d717f,desktop,MacOS,Mac OS X 10_9_5,chrome 62.0,1280x800,12,10,10,0.1
DP-05f0c8d5b23382b2,mobile,LG-X165g Build/LRX21M,,chrome 43.0 for android,,2,2,2,0.5
DP-05f1dacae67c26a7,desktop,MacOS,Mac,chrome 58.0,2880x1800,1,1,1,1.0
DP-05f8b7fb874a0948,desktop,MacOS,Mac OS X 10_12_1,chrome 62.0,2560x1600,4,3,3,0.3333333333333333
DP-06048a5c16cef912,desktop,MacOS,Mac OS X 10_12_6,safari generic,2560x1600,184,104,104,0.009615384615384616
DP-0604a4208dc11289,mobile,EVA-L09 Build/HUAWEIEVA-L09,,chrome 65.0 for android,,5,4,4,0.25
DP-0604d4b2e66106af,mobile,ALE-L21 Build/HuaweiALE-L21,,chrome 65.0 for android,,13,3,3,0.3333333333333333
DP-06147b7929c2e4d8,desktop,MacOS,Mac OS X 10_11_6,chrome 62.0,1366x768,8,7,7,0.14285714285714285
DP-0614f2338d904d90,desktop,MacOS,Mac,chrome 65.0,1440x900,5,5,5,0.2
DP-06194e6e7aa720ba,mobile,F3113 Build/33.3.A.1.97,,chrome 62.0 for android,,7,5,5,0.2
DP-06273967e39f6d4b,mobile,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,android webview 4.0,1280x720,1,1,1,1.0
DP-063037c5dbad3660,mobile,iOS Device,iOS 11.2.6,chrome 64.0 for ios,2048x1536,4,3,3,0.3333333333333333
DP-0637dcd36d67ef50,mobile,iOS Device,iOS 11.3.1,mobile safari generic,2001x1125,2,2,2,0.5
DP-0638fa4eeaaa50e2,mobile,Y635-L03 Build/HuaweiY635-L03,,chrome 59.0 for android,,1,1,1,1.0
DP-0645ed490ea2d214,desktop,MacOS,Mac OS X 10_13_1,chrome 63.0,1920x1080,17,14,14,0.07142857142857142
DP-06555ced9416c1b4,desktop,Linux x86_64,Linux,firefox 58.0,1920x1080,1,1,1,1.0
DP-06565240d9d6d55c,mobile,SM-T350 Build/NMF26X,Android 7.1.1,chrome 66.0 for android,1024x768,3,2,2,0.5
DP-0662330dabe23570,mobile,MotoG3 Build/MPI24.65-33.1-2,,chrome 61.0 for android,,1,1,1,1.0
DP-06745a383fe848ea,desktop,Windows,Windows 10,edge 17.0,1680x1050,9,4,4,0.25
DP-067cc90f7b5b80d5,mobile,Pixel 2 XL Build/OPM2.171019.029,Android 8.1.0,chrome 65.0 for android,2880x1442,2,2,2,0.5
DP-0685e109148a09aa,desktop,Windows,Windows 10,chrome 63.0,1024x768,39,25,25,0.04
DP-068a625f69029670,desktop,Windows,Windows 7,chrome 60.0,1920x1200,3,3,3,0.3333333333333333
DP-068b83f417cf7a06,desktop,MacOS,Mac OS X 10_11_6,chrome,1280x800,1,1,1,1.0
DP-069080c25eab6348,mobile,Techpad,,chrome 64.0 for android,,1,1,1,1.0
DP-069704a47639f4c0,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1280x800,42,37,37,0.02702702702702703
DP-069a053bb1bed570,mobile,HUAWEI CAN-L01 Build/HUAWEICAN-L01,,chrome 65.0 for android,,1,1,1,1.0
DP-069fc6b1f30b37a9,desktop,Trident/7.0,Windows 10,ie 11.0 for tablet,1680x1050,14,7,7,0.14285714285714285
DP-06a026c8f8d04c32,mobile,SAMSUNG,Android 7.0,samsung browser 6.2,2220x1080,1,1,1,1.0
DP-06a682122bb2f9a7,mobile,SAMSUNG,Android 6.0.1,samsung browser 6.4,2560x1440,1,1,1,1.0
DP-06b586604af20226,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1080,1220,543,543,0.001841620626151013
DP-06b881af6b354bbd,mobile,SAMSUNG SM-J730GM Build/NRD90M,,samsung browser generic,,1,1,1,1.0
DP-06bb56fff995d23f,mobile,XT1680,,chrome 63.0 for android,,1,1,1,1.0
DP-06bbd037e96c7c15,desktop,Windows,Windows 10,ie 11.0 for desktop,1920x1200,6,5,5,0.2
DP-06bf7dbe48fb9ed9,desktop,MacOS,Mac OS X 10_13_4,chrome 65.0,1680x1050,1,1,1,1.0
DP-06c3494acc614d58,mobile,LG-LS777 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,1,1,1,1.0
DP-06cace716cd17fe7,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1365x768,2,2,2,0.5
DP-06cbd55313849248,desktop,MacOS,Mac OS X 10_12_3,chrome 58.0,1366x768,1,1,1,1.0
DP-06cd4a5f23ab0602,mobile,E2306 Build/26.3.A.1.33,,chrome 51.0 for android,,3,3,3,0.3333333333333333
DP-06d17de16095a7e1,desktop,Windows,Windows XP,chrome 49.0,1920x1200,1,1,1,1.0
DP-06d275aa8f0649ed,mobile,moto x4 Build/NPW26.83-18-2-0-4,,chrome 64.0 for android,,7,6,6,0.16666666666666666
DP-06dcc3425461640d,desktop,MacOS,Mac OS X 10_7_5,chrome 49.0,2560x1440,1,1,1,1.0
DP-06dd82f5f4144f37,desktop,Windows,Windows 7,chrome 64.0,1728x972,3,2,2,0.5
DP-06de71bd7b311166,mobile,F3111 Build/33.3.A.1.97,,chrome generic for android,,4,1,1,1.0
DP-06e21efe2bc21849,mobile,E5306,,chrome 65.0 for android,,1,1,1,1.0
DP-06e69b9f3ee23f92,mobile,iOS Device,iOS 11.3.0,mobile safari generic,2224x1668,10,9,9,0.1111111111111111
DP-06eb0efb8db8316a,desktop,Windows,Windows 10,edge 14.0,1280x600,3,1,1,1.0
DP-06f04512fee5ad73,desktop,MacOS,Mac OS X 10_11_6,chrome 62.0,2880x1800,19,18,18,0.05555555555555555
DP-06f4b4538357f19a,mobile,E2306 Build/26.1.A.3.111,,chrome 63.0 for android,,1,1,1,1.0
DP-06f5afe875c8f17a,desktop,Windows,Windows 8.1,firefox 57.0,1280x1024,2,2,2,0.5
DP-07153333edcb9215,mobile,HUAWEI CUN-L03 Build/HUAWEICUN-L03,,chrome 66.0 for android,,7,3,3,0.3333333333333333
DP-07154d15a8202838,desktop,Windows,Windows 10,firefox 59.0,3840x2160,3,3,3,0.3333333333333333
DP-071597f474188a56,mobile,TA-1028 Build/O00623,,chrome 66.0 for android,,4,3,3,0.3333333333333333
DP-071a434d4791bf16,desktop,Windows,Windows 7,firefox 60.0,2560x1440,1,1,1,1.0
DP-07239bb2cb282617,mobile,F5321,,chrome 62.0 for android,,1,1,1,1.0
DP-0725a37b388a532b,mobile,LG-M430 Build/NRD90U,Android 7.0,chrome 64.0 for android,1280x720,1,1,1,1.0
DP-072a9da7d1a5feec,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 57.0 for android,,1,1,1,1.0
DP-072aadffcd5d7fcc,mobile,SAMSUNG-SGH-I497,,chrome 59.0 for android,,3,2,2,0.5
DP-07350c3a7fd9aa46,mobile,Build/OPR6.170623.013,Android 8.0.0,,1920x1080,1,1,1,1.0
DP-073c4937299bc9dd,desktop,Windows,Windows 10,chrome 63.0,2700x1800,2,1,1,1.0
DP-073c8ce43577d0d0,mobile,rv:53.0,,Generic/Android,,1,1,1,1.0
DP-0748ef905a922493,mobile,verykoolS5525,,android webview 4.0,,3,2,2,0.5
DP-074fe87c6983bf72,mobile,MotoG3 Build/MPIS24.65-25.1-19,Android 6.0,chrome 62.0 for android,1280x720,2,2,2,0.5
DP-07532c381169ae25,mobile,SM-G9600 Build/R16NW,,chrome generic for android,,3,3,3,0.3333333333333333
DP-0753bc3447ec53da,mobile,CHC-U03 Build/HuaweiCHC-U03,,chrome 62.0 for android,,6,4,4,0.25
DP-0764f89302d9ae00,mobile,SAMSUNG SM-G532M Build/MMB29T,,samsung browser 5.4,,5,3,3,0.3333333333333333
DP-076c0560d47f082b,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,1600x900,1,1,1,1.0
DP-077d776f66a6642e,mobile,KFDOWI Build/LVY48F,Android 5.1.1,chrome generic,1280x800,6,6,6,0.16666666666666666
DP-0781133613c78aed,mobile,S60 Build/MMB29M,,chrome 64.0 for android,,4,1,1,1.0
DP-07822c5a5a1477e3,desktop,Windows,Windows 7,firefox 59.0,1920x1080,56,34,34,0.029411764705882353
DP-078583995b668f99,desktop,MacOS,Mac OS X 10_13_4,chrome generic,3840x2400,3,1,1,1.0
DP-0787efd2b78f8ced,desktop,MacOS,Mac OS X 10_12_6,chrome generic,1440x900,2,2,2,0.5
DP-078beeb4d2930693,desktop,MacOS,Mac OS X 10_12_6,chrome 61.0,5120x2880,2,2,2,0.5
DP-078c070f5adeb13b,desktop,MacOS,Mac OS X 10_11_5,chrome 60.0,1280x800,1,1,1,1.0
DP-07939eb2dbf83a7d,mobile,SM-J200M Build/LMY47X,,chrome 55.0 for android,,1,1,1,1.0
DP-0795391cee1f2363,desktop,Windows,Windows Vista,chrome 49.0,1600x900,9,8,8,0.125
DP-07a16fbd9f9c2afc,mobile,iOS Device,iOS 10.3.2,mobile safari 10.0,1334x750,147,90,90,0.011111111111111112
DP-07a4cbc8d45a58be,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1279x1024,9,6,6,0.16666666666666666
DP-07a94507ab2ff822,mobile,PLUS,,chrome 65.0 for android,,1,1,1,1.0
DP-07ad7f960c2a04a6,desktop,MacOS,Mac OS X 10_13_2,safari generic,1152x720,1,1,1,1.0
DP-07c59096f73e5885,mobile,SM-A510M Build/NRD90M,,chrome 63.0 for android,,28,13,13,0.07692307692307693
DP-07c5ffb0ec378241,desktop,rv:60.0,,firefox generic,,6,5,5,0.2
DP-07d1491e551083bf,desktop,Windows,Windows 8.1,chrome 62.0,1360x768,4,3,3,0.3333333333333333
DP-07d6007fdd0152a4,desktop,MacOS,Mac OS X 10_12_3,chrome 58.0,1440x900,2,2,2,0.5
DP-07d608f0633de6c3,desktop,rv:56.0,Mac OS X 10.12,firefox 56.0,1920x1080,3,3,3,0.3333333333333333
DP-07ebeee2dbbeab07,mobile,Alcatel_5044R Build/NRD90M,Android 7.0,android webview 4.0,855x480,1,1,1,1.0
DP-07f10b02a543ddff,mobile,WAS-LX3 Build/HUAWEIWAS-LX3,,chrome 64.0 for android,,22,13,13,0.07692307692307693
DP-07f9e09865c8c524,desktop,MacOS,Mac OS X 10_13_1,safari generic,3840x2400,1,1,1,1.0
DP-0802fa048004c4ae,mobile,F5321 Build/34.3.A.0.238,,chrome 64.0 for android,,1,1,1,1.0
DP-08152b9733c62e6e,mobile,SM-G950U1 Build/NRD90M,Android 7.0,chrome 62.0 for android,2220x1080,5,1,1,1.0
DP-0821e295c55a8e1e,desktop,rv:56.0,Windows 10,firefox,1366x768,7,3,3,0.3333333333333333
DP-0823e6b110eba576,mobile,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 63.0 for android,,2,2,2,0.5
DP-08250875ef3499fc,desktop,MacOS,Mac OS X 10_11_6,safari 9.0,1366x768,2,2,2,0.5
DP-082cf86c362c95b8,mobile,E5306 Build/27.3.A.0.165,,chrome 65.0 for android,,2,2,2,0.5
DP-082d7d905efdab37,mobile,Pixel,Android 8.1.0,chrome 66.0 for android,1921x1081,4,4,4,0.25
DP-08373b53f8eccf5c,mobile,SM-J700T Build/NMF26X,Android 7.1.1,chrome generic for android,1280x720,1,1,1,1.0
DP-08440bc350bf5f98,desktop,rv:52.0,Windows 10,firefox,2160x1440,1,1,1,1.0
DP-084f99f2b5397c7f,mobile,XT1580 Build/NPKS25.200-12-9,,chrome 62.0 for android,,1,1,1,1.0
DP-0850bd57d5034dd8,mobile,HTC One A9s Build/MRA58K,,chrome 66.0 for android,,9,3,3,0.3333333333333333
DP-08543266d716dc9f,mobile,BLADE L7 Build/MRA58K,,chrome 65.0 for android,,7,5,5,0.2
DP-0854590365841431,desktop,Windows,Windows 10,chrome 63.0,2112x1188,5,5,5,0.2
DP-0856c05e6db5b82c,mobile,G3313,,chrome 55.0 for android,,1,1,1,1.0
DP-085d6f303705826c,mobile,iOS Device,iOS 11.1.1,chrome 63.0 for ios,2048x1536,2,2,2,0.5
DP-085e3372acf5ef7c,desktop,Trident/7.0,Windows 10,ie 11.0 for desktop,2880x1800,1,1,1,1.0
DP-085f3d02961bb9de,mobile,iOS Device,iOS 10.3.1,chrome,2048x1536,1,1,1,1.0
DP-0860de9c62bc3ec5,desktop,MacOS,Mac OS X 10_12,safari 10.0,1366x768,1,1,1,1.0
DP-08655aedaddd669f,mobile,SAMSUNG SM-J510MN Build/MMB29M,,samsung browser 6.4,,2,2,2,0.5
DP-0865f575405aa794,mobile,SAMSUNG SM-G955U Build/NRD90M,Android 7.0,samsung browser 5.4,2220x1080,1,1,1,1.0
DP-0867b8e79101d0f3,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,1680x1050,5,4,4,0.25
DP-086bb0d9fd4c6940,desktop,MacOS,Mac OS X 10_13_2,safari generic,3440x1440,1,1,1,1.0
DP-086cfcff7f60bf27,mobile,SAMSUNG,Android 6.0.1,samsung browser 6.4,1280x800,1,1,1,1.0
DP-087023bd868aa58f,mobile,Redmi,,chrome 63.0 for android,,4,2,2,0.5
DP-0877cdfbe6c4827e,desktop,Windows,Windows 10,edge 16.0,1366x768,1249,208,208,0.004807692307692308
DP-087ab3b88165ba57,desktop,MacOS,Mac OS X 10_13_3,chrome 64.0,1800x1125,1,1,1,1.0
DP-087ff87f3c5da065,mobile,MacOS,Mac OS X 10_11_6,other,1152x720,1,1,1,1.0
DP-08828215c56397e7,mobile,Nexus 6P Build/OPR5.170623.011,Android 8.0.0,,,2,1,1,1.0
DP-08883d44af0c5c0a,mobile,TRT-LX3,,chrome 63.0 for android,,1,1,1,1.0
DP-08884661b3c15d19,desktop,Windows,Windows 7,chrome 65.0,1280x1025,6,5,5,0.2
DP-088a53dff241eb5e,mobile,LGLS775 Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1280x720,2,1,1,1.0
DP-088aa5ae41390b0e,mobile,Android 4.4.2,,android,,1,1,1,1.0
DP-08924f65a0a94e65,desktop,MacOS,Mac OS X 10_9_5,chrome 61.0,2560x1440,1,1,1,1.0
DP-089320d8f0edc2fa,mobile,SM-G360V,Android,chrome 62.0 for android,801x480,1,1,1,1.0
DP-089b4b89155ce018,mobile,SM-J727V Build/NRD90M,Android 7.0,chrome 66.0 for android,1280x720,1,1,1,1.0
DP-08a5b51a078efce5,mobile,SM-G955U Build/R16NW,,chrome 65.0 for android,,9,7,7,0.14285714285714285
DP-08a6cc36acf08fde,desktop,rv:58.0,Mac OS X 10.10,firefox generic,1920x1080,1,1,1,1.0
DP-08aeb534dca643bf,mobile,ALP-L09 Build/HUAWEIALP-L09,,chrome 62.0 for android,,1,1,1,1.0
DP-08aedaa2989dbe33,desktop,rv:53.0,Windows 10,firefox,1280x768,1,1,1,1.0
DP-08afb32ccda1b603,desktop,MacOS,Mac OS X 10_6_8,safari,1920x1080,1,1,1,1.0
DP-08b5897f2b6d911c,mobile,rv:59.0,Android 7.0,Generic/Android 7.0,1280x720,1,1,1,1.0
DP-08b8257de6e31601,desktop,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1919x1080,3,3,3,0.3333333333333333
DP-08ba9f8e7ac327ae,mobile,D5306 Build/19.4.A.0.182,,chrome 54.0 for android,,1,1,1,1.0
DP-08bc3a37b9724b46,desktop,rv:52.0,Mac OS X 10.11,firefox 52.0,5120x2880,1,1,1,1.0
DP-08c9f796dcb40881,mobile,GT-I9505 Build/LRX22C,,chrome 53.0 for android,,1,1,1,1.0
DP-08ce9321cfa1d1a2,mobile,ASUS_Z00AD Build/LRX21V,,chrome 63.0 for android,,2,2,2,0.5
DP-08d3ba6200bcb5a4,desktop,MacOS,Mac OS X 10_12_6,safari generic,1920x1080,178,111,111,0.009009009009009009
DP-08dae61b9fd71b58,mobile,Lenovo TB3-710I Build/LMY47I,,chrome 62.0 for android,,1,1,1,1.0
DP-08e1c562a629f4b2,desktop,MacOS,Mac OS X 10_13_4,safari 11.0,5120x2880,17,12,12,0.08333333333333333
DP-08e1df391c3d8068,desktop,Windows,Windows 7,chrome 62.0,1920x1200,34,22,22,0.045454545454545456
DP-08ee51d36bc8e74c,mobile,iOS Device,iOS 11.1.0,mobile safari generic,2208x1242,18,17,17,0.058823529411764705
DP-08f488954aafda63,desktop,Windows,,edge 14.0,,79,45,45,0.022222222222222223
DP-08fecfc03354b7e4,mobile,LG-SP320,Android 7.1.1,chrome 66.0 for android,1280x720,1,1,1,1.0
DP-090770c9e8192136,desktop,MacOS,Mac OS X 10_12_6,chrome 65.0,1920x1200,1,1,1,1.0
DP-090ddcd5e412784c,desktop,rv:52.0,Windows Vista,firefox 52.0,1280x1024,1,1,1,1.0
DP-090df64929e207c9,desktop,Windows,Windows 10,chrome 62.0,1920x1281,1,1,1,1.0
DP-0915072dd545edc1,desktop,MacOS,Mac OS X 10_11_6,chrome 59.0,1280x800,1,1,1,1.0
DP-09164a59130ad6f3,desktop,MacOS,Mac OS X 10_12_6,chrome 65.0,5120x2880,5,2,2,0.5
DP-09190e58a2e94d42,mobile,Z965 Build/NMF26V,Android 7.1.1,chrome 58.0 for android,1280x720,5,2,2,0.5
DP-092a78f360f8de4b,mobile,LG-D693n Build/LRX22G,,chrome 50.0 for android,,3,2,2,0.5
DP-092c2e04d5285e69,mobile,Studio,Android 6.0,chrome 64.0 for android,1280x720,1,1,1,1.0
DP-0936a724a4057eaf,mobile,A50C+,,chrome 63.0 for android,,1,1,1,1.0
DP-093b31e86075b62f,mobile,Moto G (5) Plus Build/NPNS25.137-15-11,,chrome generic,,59,24,24,0.041666666666666664
DP-093bae0eb618b879,desktop,MacOS,Mac OS X 10_12_6,chrome 60.0,1280x800,4,1,1,1.0
DP-0940940253b9b8c7,desktop,rv:57.0,Windows 10,firefox,2560x1440,1,1,1,1.0
DP-094686da04a35cca,mobile,Moto Z (2,,chrome generic,,32,12,12,0.08333333333333333
DP-0947a6c42414ae6d,desktop,rv:59.0,Mac OS X 10.12,firefox 59.0,2560x1600,1,1,1,1.0
DP-094a860ce4f860b4,mobile,SM-N920P Build/NRD90M,Android 7.0,chrome 62.0 for android,,2,2,2,0.5
DP-095a3a5011b93648,mobile,SLA-L03 Build/HUAWEISLA-L03,,chrome generic for android,,1,1,1,1.0
DP-095ec07dc330e356,mobile,iOS Device,iOS 11.2.2,mobile safari generic,1136x640,30,19,19,0.05263157894736842
DP-095f2fdefd0ce88c,mobile,SM-N920V Build/NRD90M,Android 7.0,chrome 60.0 for android,1920x1080,1,1,1,1.0
DP-095fa6d742c4b0a9,mobile,SAMSUNG SM-A730F Build/NMF26X,,samsung browser 6.4,,2,2,2,0.5
DP-095fef0e960917d0,mobile,SM-P550 Build/NMF26X,,chrome 63.0 for android,,1,1,1,1.0
DP-096af2e74b925909,desktop,Windows,Windows 10,chrome 62.0,1280x1025,3,3,3,0.3333333333333333
DP-09784aa87f5ae1b0,mobile,M4 SS4451 Build/LMY47D,,chrome 51.0 for android,,1,1,1,1.0
DP-097e18e2abf6009a,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,3200x2000,2,1,1,1.0
DP-098314e999226973,mobile,VerykoolS5030,,chrome 61.0 for android,,1,1,1,1.0
DP-0983f057b7eff659,desktop,Trident/7.0,Windows 7,ie 11.0 for desktop,1679x1049,1,1,1,1.0
DP-09a055c4f47611f2,mobile,SM-G930V Build/NRD90M,Android 7.0,chrome generic for android,2560x1440,1,1,1,1.0
DP-09a1e13dc41a8de2,mobile,HTC Desire 626s Build/LMY47O,,chrome 62.0 for android,,2,2,2,0.5
DP-09a50afac397ad86,mobile,Lenovo YT3-850M Build/MMB29M,,android webview 4.0,,4,2,2,0.5
DP-09aa6d192fe72d4e,mobile,AERIAL,,chrome 64.0 for android,,2,1,1,1.0
DP-09b529b4a19bbd52,mobile,LG-H820 Build/NRD90U,Android 7.0,chrome 62.0 for android,2560x1440,2,2,2,0.5
DP-09b83e5afa060a9e,mobile,Mi A1 Build/N2G47H,,chrome 64.0 for android,,1,1,1,1.0
DP-09bdc0a92d289747,mobile,LG-H542 Build/MRA58K,,chrome 62.0 for android,,3,2,2,0.5
DP-09cd772b850317d9,mobile,LGUS215 Build/NRD90U,Android 7.0,chrome 62.0 for android,1280x720,1,1,1,1.0
DP-09d251165948a320,desktop,MacOS,Mac OS X 10_12_3,chrome 63.0,1440x900,3,3,3,0.3333333333333333
DP-09d6577dc81bcc35,mobile,F3213 Build/36.1.A.1.86,,chrome 64.0 for android,,12,8,8,0.125
DP-09da210302c99329,mobile,iOS Device,iOS 11.2.0,mobile safari 11.0,1334x750,224,129,129,0.007751937984496124
DP-09dfd5f261640054,mobile,ONEPLUS A5000 Build/NMF26X,,chrome 62.0 for android,,5,2,2,0.5
DP-09e4c89a51fdca7a,desktop,Windows,Windows 10,chrome 62.0,3201x1800,2,2,2,0.5
DP-09e564eccf00b4c4,mobile,HUAWEI G7-L03 Build/HuaweiG7-L03,,chrome 54.0 for android,,1,1,1,1.0
DP-09ea4f39ddca2213,mobile,SAMSUNG SM-A320FL Build/NRD90M,,samsung browser generic,,8,4,4,0.25
DP-09fa4826d6219d7d,desktop,rv:55.0,Windows 10,firefox,1920x1080,1,1,1,1.0
DP-0a05d9e53ec98263,desktop,Windows,Windows 10,opera,1366x768,6,4,4,0.25
DP-0a0c6021d6f055d7,mobile,SAMSUNG SM-J250M Build/NMF26X,,samsung browser 6.4,,8,3,3,0.3333333333333333
DP-0a207f9337062954,mobile,SAMSUNG SM-A720F Build/NRD90M,,samsung browser generic,,1,1,1,1.0
DP-0a23420f0486a286,mobile,SM-N9005 Build/LRX21V,,chrome 61.0 for android,,1,1,1,1.0
DP-0a23fd0bb5c4a69f,mobile,MHA-L29 Build/HUAWEIMHA-L29,,chrome 64.0 for android,,2,2,2,0.5
DP-0a299d0f02625467,desktop,Windows,Windows 10,firefox 58.0,1280x1024,8,7,7,0.14285714285714285
DP-0a2d61c38f1cb4f8,mobile,LG-H840 Build/NRD90U,,chrome 62.0 for android,,9,6,6,0.16666666666666666
DP-0a34c3d2f9d18f5f,desktop,MacOS,Mac OS X 10_12_6,chrome 62.0,3360x2100,19,14,14,0.07142857142857142
DP-0a36fd8ab065eb48,mobile,SM-G9600 Build/R16NW,,chrome 63.0 for android,,12,5,5,0.2
DP-0a3a02f7aebddfd1,mobile,SAMSUNG,Android 7.0,samsung browser 6.2,,12,10,10,0.1
DP-0a3f1a1c1662015b,mobile,F8331 Build/41.2.A.7.76,,chrome 63.0 for android,,1,1,1,1.0
DP-0a43c1cf02812a92,desktop,MacOS,Mac OS X 10_9_5,opera 49.0,1280x800,1,1,1,1.0
DP-0a46f198ce65b783,mobile,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,1920x1080,117,84,84,0.011904761904761904
DP-0a578457358edc38,mobile,verykools4009,,chrome 62.0 for android,,2,1,1,1.0
DP-0a6b7613970ba5c9,mobile,SM-T560 Build/KTU84P,,chrome 64.0 for android,,7,5,5,0.2
DP-0a738221372eea6e,mobile,SM-J700H Build/MMB29K,,chrome 63.0 for android,,10,2,2,0.5
DP-0a75f0aa6e7f2f27,mobile,SM-G965U Build/R16NW,Android 8.0.0,chrome 65.0 for android,2220x1081,3,3,3,0.3333333333333333
DP-0a798acdfe5f6bfa,desktop,MacOS,Mac OS X 10_11_4,chrome 63.0,1440x900,3,3,3,0.3333333333333333
DP-0a87c78a75aebbca,desktop,MacOS,Mac OS X 10_12_6,chrome 64.0,1920x1200,2,2,2,0.5
DP-0a8dad9d58569392,mobile,SAMSUNG SM-T710 Build/NRD90M,,samsung browser 6.2,,3,3,3,0.3333333333333333
DP-0aa2fde23f8db04a,mobile,5010G Build/MRA58K,,chrome 65.0 for android,,7,5,5,0.2
DP-0aa3f9487586a0d6,mobile,5056A Build/MMB29M,,chrome 52.0 for android,,3,1,1,1.0
DP-0aa5bd9ac32caf92,desktop,Windows,Windows 10,chrome generic,1600x900,21,11,11,0.09090909090909091
DP-0aa756eda1659bb7,mobile,SM-N950U Build/R16NW,Android 8.0.0,chrome 63.0 for android,2220x1081,1,1,1,1.0
DP-0aacd2e9768596a6,mobile,SM-G9650 Build/R16NW,,chrome generic for android,,8,6,6,0.16666666666666666
DP-0abf94fa31fbd323,desktop,MacOS,Mac OS X 10_12_5,chrome 65.0,2560x1600,1,1,1,1.0
DP-0ac4a869cfd9a78d,desktop,Windows,Windows 10,chrome 63.0,1280x1024,142,94,94,0.010638297872340425
DP-0ac640baa48f18a8,desktop,Windows,Windows 10,chrome 51.0,1366x768,8,3,3,0.3333333333333333
DP-0aca53ef7b5876e9,desktop,Windows,Windows XP,chrome 49.0,1152x864,4,4,4,0.25
DP-0acf274992403949,desktop,Windows,Windows 8.1,chrome 66.0,1680x1050,5,2,2,0.5
DP-0ad0d61ed3e2e1b7,desktop,rv:57.0,Mac OS X 10.13,firefox 57.0,1600x900,2,2,2,0.5
DP-0ad16ac6c6358619,mobile,CHC-U03 Build/HuaweiCHC-U03,,chrome 65.0 for android,,4,2,2,0.5
DP-0adb4d9336e4bc08,mobile,HTC Desire 626s Build/LMY47O,,chrome 64.0 for android,,4,4,4,0.25
DP-0ae1d4926ad2ed34,mobile,SCH-I435,Android 4.4.2,chrome 63.0 for android,960x540,1,1,1,1.0
DP-0ae1e9b4d2eed96a,mobile,SM-T530NU Build/LRX22G,Android 5.0.2,chrome 62.0 for android,1280x800,9,5,5,0.2
DP-0ae4314e5fb60f6b,mobile,E6603 Build/32.4.A.1.54,,chrome 66.0 for android,,1,1,1,1.0
DP-0af756620da19f43,mobile,XT1572 Build/NPHS25.200-15-8,,chrome generic for android,,4,2,2,0.5
DP-0af86c655857640b,desktop,rv:56.0,Windows 7,firefox 56.0,1366x768,11,4,4,0.25
DP-0af92eaa66772b0d,mobile,SAMSUNG SM-G925P Build/MMB29K,,samsung browser generic,,1,1,1,1.0
DP-0b09d3a2e9e2a744,desktop,MacOS,Mac OS X 10_12_6,chrome 63.0,2560x1600,48,38,38,0.02631578947368421
DP-0b0a5502321214c9,mobile,SM-G532M Build/MMB29T,,chrome 60.0 for android,,7,3,3,0.3333333333333333
DP-0b0c381b04f49e42,desktop,MacOS,Mac OS X 10_11_6,chrome 60.0,1440x900,6,5,5,0.2
DP-0b115a20173f9c9e,mobile,SM-T580 Build/NRD90M,,chrome 62.0 for android,,1,1,1,1.0
DP-0b12dddb1c62b81e,mobile,STF-L09 Build/HUAWEISTF-L09,,chrome 66.0 for android,,10,6,6,0.16666666666666666
DP-0b1353a0a05eb66f,desktop,MacOS,Mac OS X 10_13_2,chrome 63.0,1600x900,1,1,1,1.0
DP-0b15ad62c67d526c,mobile,SM-G955F Build/NRD90M,,chrome generic for android,,13,8,8,0.125
DP-0b1d35636d162fbd,mobile,iOS Device,iOS 11.1.0,mobile safari generic,1334x750,30,17,17,0.058823529411764705
DP-0b2482ac252d8ed5,desktop,Windows,Windows 10,opera generic,1600x900,1,1,1,1.0
DP-0b31afc17d9a5af6,mobile,SAMSUNG SM-G550T1 Build/MMB29K,Android 6.0.1,samsung browser 6.2,1280x720,6,5,5,0.2
DP-0b354a877a1da7cb,desktop,MacOS,Mac OS X 10_13_1,safari 11.0,2880x1800,2,2,2,0.5
DP-0b42a716cfd329b6,mobile,SM-G965U Build/R16NW,Android 8.0.0,chrome generic for android,2961x1442,1,1,1,1.0
DP-0b478abc6d60c571,desktop,MacOS,Mac OS X 10_11_6,chrome,2880x1800,1,1,1,1.0
DP-0b4d54092bd04d13,desktop,Windows,,firefox,,2,2,2,0.5
DP-0b51759f78bc269b,mobile,HTC Desire 530 Build/MMB29M,,chrome 66.0 for android,,6,4,4,0.25
DP-0b5cd2bab6365416,mobile,8050G Build/LMY47I,,chrome 64.0 for android,,1,1,1,1.0
